,Num_Acc,id_vehicule,num_veh,senc,catv,obs,obsm,choc,manv,motor,occutc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long
0,201900000473,138 305 661,B01,2,33,0,2,3,18,1,,24,10,2019,20:50,5,75,75117,2,4,1,3,BD PERIPHEDIQUE EXTERIEUR,48.8830744,2.2837066
1,201900000474,138 305 659,A01,1,33,0,2,3,1,1,,23,10,2019,04:50,5,75,75120,2,2,1,3,COURS DE VINCENNES,48.8470484,2.4110571
2,201900000475,138 305 656,A01,2,33,0,2,6,1,1,,23,10,2019,15:25,1,75,75120,2,2,1,6,RUE DE GUEBRIANT,48.872928,2.408648
3,201900000476,138 305 655,Z01,1,33,0,1,1,1,1,,23,10,2019,12:30,1,75,75111,2,2,1,6,BOULEVARD DE CHARONNE,48.8565645,2.3944381
4,201900000477,138 305 653,B01,1,32,0,2,4,23,1,,24,10,2019,08:35,1,75,75119,2,1,1,2,ROUTE DES PETITS PONTS,48.891922,2.39834
5,201900000478,138 305 652,B01,2,1,0,2,7,12,5,,24,10,2019,08:30,1,75,75118,2,1,1,3,RUE MARX DORMOY,48.8881149,2.3598786
6,201900000479,138 305 650,A01,2,32,0,2,1,17,1,,24,10,2019,18:05,1,75,75117,2,3,1,3,BOULEVARD DU BOIS LE PRETRE,48.8989026,2.3223972
7,201900000480,138 305 648,A01,1,1,0,1,1,1,5,,24,10,2019,19:55,5,75,75115,2,2,1,6,RUE OLIVIER DE SERRES,48.8361386,2.297221
8,201900000481,138 305 646,A01,2,31,1,2,1,17,1,,24,10,2019,16:00,1,75,75115,2,3,1,3,RUE DE VAUGIRARD,48.8362714,2.2943778
9,201900000482,138 305 645,B01,2,30,0,2,3,18,1,,24,10,2019,16:35,1,75,75113,2,1,1,3,AVENUE D ITALIE,48.8225998,2.358404
10,201900000483,138 305 642,A01,1,1,0,2,6,9,5,,24,10,2019,20:10,5,75,75108,2,7,1,6,PLACE SAINT AUGUSTIN,48.8756728,2.3195863
11,201900000483,138 305 643,Z01,1,30,0,2,1,1,0,,24,10,2019,20:10,5,75,75108,2,7,1,6,PLACE SAINT AUGUSTIN,48.8756728,2.3195863
12,201900000485,138 305 639,A01,2,33,0,1,1,7,1,,24,10,2019,19:15,5,75,75104,2,3,8,6,BOULEVARD BEAUMARCHAIS,48.854811,2.3687331
13,201900000556,138 305 513,B01,2,32,0,2,8,3,1,,29,11,2019,17:00,1,75,75112,2,1,1,3,BD PERIPHERIQUE EXTERIEUR,48.8377373,2.4129528
14,201900000557,138 305 511,A01,2,33,0,2,1,17,1,,28,11,2019,09:20,1,75,75112,2,1,1,4,RUE DE DIJON,48.835601,2.385911
15,201900000558,138 305 508,A01,2,1,0,1,8,1,5,,29,11,2019,19:26,5,75,75105,2,2,1,6,BOULEVARD SAINT MARCEL,48.8384763,2.3570239
16,201900000559,138 305 507,A01,1,30,0,2,8,18,1,,27,11,2019,13:20,1,75,75106,2,4,2,3,BOULEVARD SAINT MICHEL,48.8412519,2.3374696
17,201900000560,138 305 505,A01,1,33,0,2,2,17,1,,29,11,2019,14:50,1,75,75117,2,1,1,3,AVENUE DE VILLIERS,48.885265,2.294796
18,201900000561,138 305 503,A01,1,30,0,2,3,18,1,,28,11,2019,10:35,1,75,75117,2,1,1,3,BOULEVARD DE COURCELLES,48.879908,2.306633
19,201900000562,138 305 501,A01,2,31,0,1,2,17,1,,28,11,2019,16:25,1,75,75108,2,4,8,6,AVENUE MARCEAU,48.8660756,2.2996588
20,201900000563,138 305 500,A01,1,31,0,2,0,18,1,,29,11,2019,19:30,5,75,75112,2,1,8,6,BOULEVARD DIDEROT,48.8466734,2.3809492
21,201900000564,138 305 497,B01,1,32,0,2,2,1,1,,29,11,2019,08:00,1,75,75112,2,1,2,3,AVENUE LEDRU ROLLIN,48.848819,2.372875
22,201900000565,138 305 496,A01,2,43,0,1,1,20,1,,29,11,2019,09:00,1,75,75111,2,1,8,6,RUE DE CRUSSOL,48.86408,2.367715
23,201900000566,138 305 495,A01,1,33,0,2,8,1,1,,29,11,2019,19:05,5,75,75108,2,2,1,6,COURS LA REINE,48.864681,2.313657
24,201900000567,138 305 493,A01,2,32,0,0,8,1,1,,29,11,2019,12:00,1,75,75108,2,1,1,7,RUE DE COURCELLES,48.8732719,2.3112966
25,201900000568,138 305 491,B01,2,33,0,2,4,23,1,,29,11,2019,09:30,1,75,75108,2,3,2,2,AVENUE MARCEAU,48.868525,2.298919
26,201900000569,138 305 489,B01,1,30,0,2,0,9,1,,29,11,2019,13:45,1,75,75102,2,3,2,6,RUE SAINT DENIS,48.8667094,2.3512489
27,201900000569,138 305 490,Z01,2,1,0,2,0,5,5,,29,11,2019,13:45,1,75,75102,2,3,2,6,RUE SAINT DENIS,48.8667094,2.3512489
28,201900000570,138 305 488,B01,1,32,0,2,7,1,1,,28,11,2019,23:20,5,75,75101,2,2,2,3,PLACE DU CARROUSEL,48.860115,2.333339
29,201900000664,138 305 318,B01,1,80,0,2,8,1,2,,26,11,2019,13:50,1,75,75116,2,2,8,3,AVENUE FOCH,48.8731676,2.2844497
30,201900000665,138 305 317,B01,1,80,0,2,8,13,2,,28,11,2019,21:25,5,75,75106,2,4,1,3,BOULEVARD SAINT MICHEL,48.848375,2.341469
31,201900000667,138 305 314,A01,1,30,0,1,1,1,3,,28,11,2019,12:15,1,75,75119,2,1,1,6,RUE COMPANS,48.875801,2.394971
32,201900000669,138 305 312,B01,1,1,0,2,8,1,5,,27,11,2019,06:20,5,75,75116,2,2,1,3,ALLEE DE LONGCHAMP,48.863709,2.2401166
33,201900000670,138 305 310,B01,1,1,0,2,1,17,5,,28,11,2019,18:30,5,75,75115,2,3,1,3,RUE DE L ARRIVEE,48.844185,2.322892
34,201900000673,138 305 305,B01,1,32,0,2,2,15,1,,28,11,2019,19:30,5,75,75102,2,7,1,3,PLACE DE L OPERA,48.870694,2.332524
35,201900000674,138 305 304,A01,2,50,0,0,0,1,3,,27,11,2019,20:00,4,75,75102,2,3,8,7,BOULEVARD MONTMARTRE,48.871698,2.341595
36,201900000675,138 305 302,A01,2,31,0,2,0,1,1,,28,11,2019,20:10,5,75,75103,2,2,1,6,RUE SAINT MARTIN,48.867919,2.355024
37,201900000675,138 305 303,Z01,2,80,0,2,8,14,2,,28,11,2019,20:10,5,75,75103,2,2,1,6,RUE SAINT MARTIN,48.867919,2.355024
38,201900000796,138 305 078,A01,1,30,0,2,7,17,1,,20,9,2019,21:05,5,75,75114,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48.82146,2.319226
39,201900000797,138 305 077,B01,2,34,4,2,2,1,1,,20,9,2019,18:50,1,75,75116,2,1,1,3,BD PERIPHERIQUE EXTERIEUR,48.8395896,2.2539032
40,201900000798,138 305 075,A01,2,33,0,2,3,13,1,,20,9,2019,10:25,1,75,75118,2,1,1,3,BD PERIPHERIQUE EXTERIEUR,48.900802,2.369807
41,201900000799,138 305 071,A01,1,31,0,2,1,3,1,,19,9,2019,11:20,1,75,75114,2,1,1,4,ECHANGEUR ORLEANS,48.8194839,2.3287882
42,201900000800,138 305 069,B01,1,32,0,2,4,18,1,,20,9,2019,09:25,1,75,75103,2,1,1,3,RUE REAUMUR,48.8656245,2.3553242
43,201900000801,138 305 068,A01,2,32,0,2,1,1,1,,20,9,2019,02:51,5,75,75106,2,2,1,3,BOULEVARD SAINT GERMAIN,48.854471,2.330465
44,201900000802,138 305 066,B01,2,32,0,2,1,1,1,,20,9,2019,06:15,5,75,75105,2,2,1,3,RUE CLAUDE BERNARD,48.839012,2.349209
45,201900000803,138 305 064,A01,1,30,14,0,1,13,1,,20,9,2019,16:40,1,75,75119,2,1,1,6,RUE DU MAROC,48.8871068,2.3677059
46,201900000804,138 305 063,A01,2,32,0,1,1,1,1,,20,9,2019,20:49,3,75,75116,2,5,1,6,CHAUSSEE LA MUETTE,48.8580722,2.2728234
47,201900000805,138 305 062,A01,3,30,0,2,7,1,3,,20,9,2019,08:34,1,75,75116,2,3,1,3,BOULEVARD DE L AMIRAL BRUIX,48.8748629,2.2787538
48,201900000806,138 305 057,A01,2,34,0,2,3,2,1,,20,9,2019,03:17,5,75,75114,2,2,1,2,BOULEVARD BRUNE,48.8261358,2.3127615
49,201900000807,138 305 054,A01,1,1,0,2,4,7,5,,20,9,2019,19:25,2,75,75113,2,1,1,6,RUE DE TOLBIAC,48.8259651,2.3531906
50,201900000808,138 305 052,B01,2,30,0,2,7,1,1,,20,9,2019,13:05,1,75,75113,2,3,1,3,AVENUE D ITALIE,48.8258256,2.3575383
51,201900000809,138 305 050,B01,1,50,0,2,4,13,3,,20,9,2019,09:00,1,75,75113,2,1,1,3,AVENUE DE LA PORTE DE CHOISY,48.818199,2.366123
52,201900000809,138 305 051,A01,1,32,0,2,1,17,1,,20,9,2019,09:00,1,75,75113,2,1,1,3,AVENUE DE LA PORTE DE CHOISY,48.818199,2.366123
53,201900000810,138 305 049,B01,1,1,1,0,1,1,5,,20,9,2019,15:35,1,75,75112,2,1,1,6,ROUTE ROYALE DE BEAUTE,48.834114,2.443568
54,201900000811,138 305 048,A01,1,30,0,0,0,1,1,,20,9,2019,15:40,1,75,75111,2,1,1,7,BOULEVARD RICHARD LENOIR,48.857431,2.371387
55,201900000812,138 305 046,A01,2,1,0,2,1,1,5,,20,9,2019,15:45,1,75,75108,2,3,1,6,RUE DE ROME,48.8771953,2.3230354
56,201900000815,138 305 042,A01,1,1,0,1,1,7,5,,20,9,2019,17:20,1,75,75104,2,1,1,6,BOULEVARD DU PALAIS,48.8552101,2.3458059
57,201900000816,138 305 041,A01,1,33,0,2,1,21,1,,19,9,2019,18:40,2,75,75101,2,1,1,6,QUAI FRANCOIS MITTERRAND,48.8592526,2.3379745
58,201900000817,138 305 038,A01,2,50,0,2,0,2,3,,19,9,2019,20:00,5,75,75109,2,2,1,2,RUE DU HAVRE,48.874178,2.326949
59,201900000817,138 305 039,B01,2,32,0,2,0,2,1,,19,9,2019,20:00,5,75,75109,2,2,1,2,RUE DU HAVRE,48.874178,2.326949
60,201900000926,138 304 852,A01,1,33,11,0,1,1,1,,1,9,2019,07:00,5,75,75110,2,1,1,6,BOULEVARD DE STRASBOURG,48.873456,2.356632
61,201900000935,138 304 837,A01,3,50,0,0,0,1,3,,8,10,2019,17:30,1,75,75115,2,4,2,7,PLACE ALFRED DREYFUS,48.846907,2.2931024
62,201900001113,138 304 511,A01,1,33,0,2,3,3,1,,15,2,2019,20:00,3,75,75112,1,1,1,3,A4,48.82155,2.46208
63,201900001556,138 303 647,B01,2,32,0,2,2,3,1,,17,8,2019,18:35,1,75,75120,2,1,2,3,ECHANGEUR LILAS,48.8762742,2.4100024
64,201900001562,138 303 617,B01,2,32,0,2,7,3,1,,14,8,2019,19:30,1,75,75114,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.824004,2.307669
65,201900001562,138 303 618,A01,2,31,0,2,8,11,1,,14,8,2019,19:30,1,75,75114,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.824004,2.307669
66,201900001564,138 303 614,A01,1,34,0,2,4,2,1,,14,8,2019,17:30,1,75,75117,2,1,1,6,BD PERIPHERIQUE INTERIEUR,48.8896919,2.2974046
67,201900001567,138 303 610,B01,1,31,0,2,8,3,1,,14,8,2019,17:40,1,75,75113,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48.82304,2.381235
68,201900001569,138 303 608,A01,1,43,0,0,7,1,1,,14,8,2019,10:30,1,75,75120,2,1,1,7,ECHANGEUR BAGNOLET,48.8653726,2.412373
69,201900001575,138 303 598,A01,2,80,0,2,1,5,3,,14,8,2019,20:00,1,75,75107,2,2,1,3,RUE FABERT,48.859933,2.311372
70,201900001577,138 303 594,A01,1,43,0,2,1,2,1,,13,8,2019,16:20,1,75,75105,2,1,1,2,BOULEVARD DE L HOPITAL,48.842303,2.363505
71,201900001577,138 303 595,B01,1,33,0,2,4,23,1,,13,8,2019,16:20,1,75,75105,2,1,1,2,BOULEVARD DE L HOPITAL,48.842303,2.363505
72,201900001579,138 303 592,Z01,1,30,0,1,0,1,0,,15,8,2019,22:40,5,75,75120,2,7,1,6,AVENUE GAMBETTA,48.8650465,2.3986083
73,201900001581,138 303 589,A01,1,32,0,0,0,1,1,,15,8,2019,16:50,1,75,75120,2,3,1,7,AVENUE DU PROFESSEUR ANDRE LEMIERE,48.855141,2.415249
74,201900001585,138 303 585,A01,1,32,0,2,8,1,1,,15,8,2019,07:30,1,75,75120,2,2,1,3,RUE DE BELLEVILLE,48.875979,2.402594
75,201900001587,138 303 581,Z01,1,30,0,2,6,1,1,,16,8,2019,22:15,5,75,75119,2,2,1,6,RUE DE MEAUX,48.882811,2.375732
76,201900001590,138 303 574,A01,1,1,0,2,4,1,5,,15,8,2019,22:00,5,75,75118,2,4,2,6,AVENUE DE LA PORTE DE LA CHAPELLE,48.8989116,2.3590122
77,201900001592,138 303 570,A01,1,43,0,1,1,1,1,,14,8,2019,07:55,1,75,75118,2,2,1,6,RUE HERMEL,48.89168,2.34461
78,201900001595,138 303 568,A01,1,32,0,2,8,11,1,,12,8,2019,12:40,1,75,75117,2,7,1,3,PLACE DE VERDUN,48.8795871,2.2808435
79,201900001597,138 303 563,B01,2,30,0,2,1,1,3,,17,8,2019,19:05,1,75,75116,2,1,2,3,RUE DU COMMANDANT GUILBAUD,48.84014,2.251635
80,201900001599,138 303 561,A01,1,33,0,2,1,18,1,,17,8,2019,02:50,5,75,75116,2,3,2,3,AVENUE DU PRESIDENT KENNEDY,48.8527065,2.2807069
81,201900001600,138 303 555,B01,2,31,0,2,7,10,1,,14,8,2019,10:15,1,75,75116,2,3,1,3,AVENUE DE LA GRANDE ARMEE,48.8748065,2.2917062
82,201900001609,138 303 543,A01,2,30,0,2,1,1,1,,12,8,2019,04:07,5,75,75114,2,2,1,3,AVENUE DU MAINE,48.8368401,2.3232434
83,201900001614,138 303 535,A01,2,30,0,2,1,2,3,,16,8,2019,16:00,1,75,75113,2,1,1,2,AVENUE D ITALIE,48.8291571,2.3562258
84,201900001617,138 303 530,B01,2,30,0,2,3,1,3,,14,8,2019,00:32,5,75,75113,2,3,1,3,QUAI D AUSTERLITZ,48.8430669,2.36632
85,201900001619,138 303 525,B01,2,30,0,2,2,17,1,,13,8,2019,07:50,1,75,75112,2,1,1,3,BOULEVARD DIDEROT,48.847049,2.384307
86,201900001623,138 303 520,Z01,2,30,0,1,1,1,0,,14,8,2019,16:35,1,75,75110,2,3,1,6,RUE DU CHATEAU LANDON,48.883785,2.364351
87,201900001625,138 303 518,B01,1,1,0,2,1,1,5,,13,8,2019,15:30,1,75,75109,2,3,1,3,RUE LA FAYETTE,48.8765705,2.3465735
88,201900001627,138 303 513,B01,2,43,0,2,1,1,1,,16,8,2019,17:10,1,75,75108,2,1,1,3,RUE D ARTOIS,48.872951,2.307799
89,201900001629,138 303 511,B01,1,43,0,2,7,1,1,,12,8,2019,09:10,1,75,75108,2,7,1,3,PLACE DE L EUROPE,48.8791056,2.3234607
90,201900001630,138 303 508,B01,3,34,0,2,2,1,1,,16,8,2019,20:05,1,75,75107,2,7,1,3,PLACE DE LA RESISTANCE,48.8624421,2.3019415
91,201900001631,138 303 506,B01,3,31,0,2,0,1,1,,16,8,2019,12:38,1,75,75107,2,2,1,3,QUAI D ORSAY,48.8624421,2.3019522
92,201900001633,138 303 504,A01,1,1,0,2,8,15,5,,16,8,2019,00:01,5,75,75102,2,3,1,3,BOULEVARD POISSONNIERE,48.8708792,2.3467142
93,201900001636,138 303 500,B01,1,1,0,2,0,18,5,,15,8,2019,15:45,1,75,75103,2,2,8,3,RUE DES FRANCS BOURGEOIS,48.8586818,2.3587801
94,201900001637,138 303 495,A01,1,30,14,0,7,21,3,,13,8,2019,16:00,1,75,75102,2,1,1,6,RUE MONTMARTRE,48.870587,2.342775
95,201900001851,138 303 092,A01,1,43,0,2,8,3,1,,22,10,2019,19:15,5,75,75120,2,1,1,6,BD PERIPHERIQUE INTERIEUR,48.85724,2.414025
96,201900001853,138 303 087,A01,1,33,0,2,2,2,1,,21,10,2019,16:30,1,75,75112,2,1,1,2,BD PERIPHERIQUE INTERIEUR,48.8308143,2.402808
97,201900001854,138 303 084,A01,3,33,0,2,2,1,1,,23,10,2019,20:32,3,75,75112,2,1,1,3,AVENUE DE NOGENT,48.8443575,2.4414997
98,201900001854,138 303 085,B01,3,30,0,2,3,7,1,,23,10,2019,20:32,3,75,75112,2,1,1,3,AVENUE DE NOGENT,48.8443575,2.4414997
99,201900001855,138 303 082,B01,1,33,0,2,6,1,1,,22,10,2019,20:20,5,75,75114,2,3,8,3,AVENUE PAUL VAILLANT COUTURIER,48.8169835,2.3321307
100,201900001856,138 303 080,B01,1,34,0,2,1,1,1,,23,10,2019,11:50,1,75,75119,2,1,8,3,RUE DU MAROC,48.8862304,2.3698221
101,201900001857,138 303 078,B01,1,1,0,2,1,1,5,,23,10,2019,17:10,1,75,75118,2,1,8,3,BOULEVARD NEY,48.8986751,2.367013
102,201900001858,138 303 077,B01,1,1,0,2,1,1,5,,23,10,2019,16:00,1,75,75118,2,5,2,3,RUE MARCADET,48.89121,2.3396426
103,201900001859,138 303 075,A01,2,1,0,1,1,5,5,,23,10,2019,14:30,1,75,75110,2,2,8,6,QUAI DE JEMMAPES,48.8732275,2.364203
104,201900001860,138 303 074,A01,1,1,0,2,1,1,5,,23,10,2019,10:38,1,75,75118,2,3,8,3,RUE MARX DORMOY,48.88683,2.35969
105,201900001861,138 303 072,A01,1,2,0,2,1,1,1,,23,10,2019,16:50,1,75,75117,2,2,2,3,RUE RENNEQUIN,48.881309,2.298535
106,201900001862,138 303 070,Z01,1,1,0,1,1,1,5,,23,10,2019,17:00,1,75,75117,2,3,1,6,BOULEVARD DE COURCELLES,48.8786745,2.3008495
107,201900001863,138 303 068,B01,1,33,0,2,4,1,1,,22,10,2019,09:30,1,75,75108,2,1,1,3,BOULEVARD DE COURCELLES,48.8793707,2.3041734
108,201900001863,138 303 069,A01,1,33,0,2,3,17,1,,22,10,2019,09:30,1,75,75108,2,1,1,3,BOULEVARD DE COURCELLES,48.8793707,2.3041734
109,201900001864,138 303 067,A01,1,32,0,2,6,2,1,,22,10,2019,17:50,1,75,75116,2,7,1,2,PLACE DE COLOMBIE,48.8631674,2.2685777
110,201900001865,138 303 065,A01,1,43,0,1,1,1,1,,22,10,2019,17:20,1,75,75115,2,1,1,6,BOULEVARD PASTEUR,48.8392271,2.3163333
111,201900001866,138 303 063,A01,1,80,0,2,3,18,2,,23,10,2019,08:45,1,75,75114,2,3,1,3,AVENUE DU GENERAL LECLERC,48.830801,2.329397
112,201900001867,138 303 062,A01,2,50,0,1,1,1,3,,23,10,2019,10:45,1,75,75113,2,1,8,6,BOULEVARD MASSENA,48.8239679,2.3767372
113,201900001868,138 303 060,A01,2,2,0,2,1,15,1,,22,10,2019,22:32,5,75,75113,2,5,1,3,RUE BOBILLOT,48.8258116,2.350362
114,201900001869,138 303 059,B01,1,1,0,2,4,11,5,,23,10,2019,11:50,1,75,75112,2,7,1,3,AVENUE DU TRONE,48.8481109,2.3974879
115,201900001870,138 303 057,B01,2,1,0,2,8,1,5,,23,10,2019,18:30,5,75,75110,2,2,1,3,RUE DE LANCRY,48.869863,2.36073
116,201900001871,138 303 054,B01,1,31,0,2,8,1,1,,23,10,2019,21:40,3,75,75108,2,1,1,3,VOIE GEORGES POMPIDOU,48.8645733,2.3039737
117,201900002023,138 302 758,B01,1,33,0,2,3,3,1,,27,11,2019,15:50,1,75,75119,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48.900223,2.382005
118,201900002026,138 302 755,B01,1,33,0,2,9,17,1,,26,11,2019,02:54,5,75,75109,2,3,1,3,BOULEVARD POISSONNIERE,48.8710453,2.345742
119,201900002027,138 302 752,B01,2,30,0,2,1,2,1,,27,11,2019,13:19,1,75,75105,2,2,2,6,RUE SOUFFLOT,48.8470982,2.3419551
120,201900002028,138 302 751,B01,2,1,0,2,1,17,5,,27,11,2019,20:32,5,75,75120,2,1,1,1,RUE DE BELLEVILLE,48.8745444,2.3866577
121,201900002031,138 302 747,A01,3,33,0,1,1,1,1,,26,11,2019,17:10,5,75,75116,2,4,1,6,RUE DES VIGNES,48.8571094,2.273435
122,201900002033,138 302 744,A01,1,32,0,1,1,1,1,,27,11,2019,09:30,1,75,75113,2,3,2,6,BOULEVARD VINCENT AURIOL,48.834736,2.366966
123,201900002037,138 302 740,A01,1,30,0,0,8,1,1,,27,11,2019,08:54,1,75,75108,2,7,2,7,PLACE DE LA CONCORDE,48.8662533,2.3212695
124,201900002038,138 302 739,B01,1,32,0,2,1,1,1,,26,11,2019,23:16,5,75,75107,2,7,2,5,PLACE JOFFRE,48.853859,2.30479
125,201900002039,138 302 736,A01,1,50,0,0,0,1,3,,27,11,2019,09:45,1,75,75104,2,2,2,7,RUE DE LA CITE,48.855653,2.348344
126,201900002229,138 302 405,A01,2,32,0,0,7,1,1,,7,11,2019,15:10,1,75,75118,2,1,1,7,BD PERIPHERIQUE EXTERIEUR,48.901076,2.345273
127,201900002232,138 302 402,A01,3,33,0,1,1,1,3,,9,12,2019,06:05,5,75,75120,2,1,3,6,ECHANGEUR LILAS,48.877236,2.408632
128,201900002239,138 302 389,A01,2,33,0,2,7,1,1,,9,11,2019,19:10,2,75,75118,2,4,1,6,BD PERIPHERIQUE EXTERIEUR,48.9008805,2.3660623
129,201900002241,138 302 385,B01,1,32,0,2,3,3,1,,2,12,2019,11:00,1,75,75114,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48.824101,2.307761
130,201900002349,138 302 125,A01,2,42,0,2,1,3,1,,19,9,2019,10:00,1,75,75113,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.824117,2.383399
131,201900002349,138 302 126,B01,2,33,0,2,4,3,1,,19,9,2019,10:00,1,75,75113,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.824117,2.383399
132,201900002350,138 302 124,A01,1,33,0,2,2,3,1,,17,9,2019,08:15,1,75,75116,2,1,1,3,BD PERIPHERIQUE INTERIEUR,48.848151,2.253569
133,201900002351,138 302 121,B01,1,33,0,2,8,1,1,,19,9,2019,11:50,1,75,75104,2,2,1,3,RUE DE LA CITE,48.855645,2.348353
134,201900002352,138 302 119,A01,2,1,0,2,1,1,5,,19,9,2019,18:50,1,75,75120,2,3,1,6,AVENUE GAMBETTA,48.86416,2.39223
135,201900002354,138 302 116,Z01,1,34,0,1,1,1,1,,18,9,2019,13:30,1,75,75119,2,4,1,6,RUE DE BELLEVILLE,48.8768002,2.4052459
136,201900002355,138 302 115,Z01,1,31,0,1,4,1,1,,19,9,2019,19:35,1,75,75118,2,1,1,6,RUE JEAN HENRI FABRE,48.9012374,2.341697
137,201900002356,138 302 114,A01,1,50,0,2,8,1,3,,19,9,2019,17:00,1,75,75117,2,2,1,6,AVENUE DE LA PORTE DE SAINT OUEN,48.897639,2.328989
138,201900002358,138 302 110,B01,2,50,0,2,1,1,3,,19,9,2019,13:10,1,75,75117,2,4,1,3,AVENUE DE WAGRAM,48.880698,2.300063
139,201900002359,138 302 109,A01,2,30,0,1,1,1,1,,19,9,2019,12:45,1,75,75117,2,3,1,6,BOULEVARD MALESHERBES,48.884612,2.307987
140,201900002360,138 302 107,B01,1,60,0,2,7,19,5,,19,9,2019,16:40,1,75,75116,2,4,1,3,AVENUE HENRI MARTIN,48.8640031,2.2717819
141,201900002361,138 302 105,B01,1,33,0,2,1,1,1,,19,9,2019,13:30,1,75,75116,2,2,1,3,BOULEVARD MURAT,48.845364,2.257556
142,201900002363,138 302 103,B01,2,1,0,2,8,1,5,,18,9,2019,09:20,1,75,75116,2,7,1,3,PLACE DE LA PORTE DE SAINT CLOUD,48.8375241,2.2567195
143,201900002364,138 302 101,B01,1,33,0,2,1,1,1,,18,9,2019,21:30,5,75,75107,2,3,1,3,BOULEVARD DES INVALIDES,48.853696,2.314722
144,201900002365,138 302 098,A01,1,1,0,2,8,16,5,,19,9,2019,20:00,2,75,75120,2,7,1,3,AVENUE DE LA PORTE DE VINCENNES,48.8470311,2.4114947
145,201900002365,138 302 099,B01,1,32,0,2,7,1,1,,19,9,2019,20:00,2,75,75120,2,7,1,3,AVENUE DE LA PORTE DE VINCENNES,48.8470311,2.4114947
146,201900002367,138 302 094,B01,1,34,0,2,3,1,1,,19,9,2019,14:40,1,75,75112,2,2,1,3,BOULEVARD DE PICPUS,48.842943,2.401712
147,201900002368,138 302 091,B01,2,50,0,2,2,19,3,,19,9,2019,16:45,1,75,75110,2,2,1,3,RUE DU FAUBOURG SAINT DENIS,48.879529,2.357194
148,201900002368,138 302 092,A01,1,34,0,2,3,1,1,,19,9,2019,16:45,1,75,75110,2,2,1,3,RUE DU FAUBOURG SAINT DENIS,48.879529,2.357194
149,201900002369,138 302 090,Z01,2,1,0,1,7,1,5,,19,9,2019,18:41,1,75,75110,2,1,1,6,BOULEVARD DE LA VILLETTE,48.87481,2.373626
150,201900002370,138 302 088,B01,2,33,0,2,3,1,1,,19,9,2019,12:34,1,75,75108,2,7,1,3,PLACE DE LA CONCORDE,48.866769,2.322042
151,201900002371,138 302 087,B01,1,1,0,2,0,13,5,,19,9,2019,10:30,1,75,75104,2,2,1,3,BOULEVARD DU PALAIS,48.854347,2.344929
152,201900002510,138 301 828,B01,2,33,0,2,3,3,1,,11,2,2019,17:30,1,75,75114,2,1,1,3,BOULEVARD PERIPHERIQUE,48.821922,2.316733
153,201900002511,138 301 827,A01,2,30,0,0,8,1,3,,13,2,2019,14:35,1,75,75120,2,3,1,7,RUE D AVRON,48.851528,2.399525
154,201900002512,138 301 826,B01,1,31,0,2,1,17,1,,12,2,2019,17:40,2,75,75120,2,3,1,3,RUE PELLEPORT,48.867242,2.402249
155,201900002513,138 301 824,B01,3,32,0,2,2,1,1,,13,2,2019,16:35,1,75,75119,2,7,1,3,PLACE AUGUSTE BARON,48.900441,2.387022
156,201900002514,138 301 821,A01,1,34,8,2,2,18,1,,13,2,2019,18:00,1,75,75118,2,1,1,3,BOULEVARD DE ROCHECHOUART,48.883614,2.347482
157,201900002515,138 301 820,B01,1,30,0,2,8,1,1,,12,2,2019,11:20,1,75,75118,2,1,1,3,BOULEVARD NEY,48.898548,2.356306
158,201900002516,138 301 818,A01,1,30,0,0,1,1,3,,12,2,2019,17:00,1,75,75116,2,1,1,7,ALLEE DE LONGCHAMP,48.865406,2.244627
159,201900002517,138 301 816,A01,2,32,0,1,2,1,1,,13,2,2019,02:00,5,75,75110,2,1,1,6,BOULEVARD DE MAGENTA,48.874287,2.357853
160,201900002518,138 301 815,A01,2,1,0,2,2,1,5,,11,2,2019,11:43,1,75,75103,2,3,1,3,RUE SAINT CLAUDE,48.860114,2.366463
161,201900002519,138 301 813,A01,2,30,1,0,2,9,1,,13,2,2019,21:10,1,75,75103,2,1,1,6,RUE FROISSART,48.861563,2.366096
162,201900002879,138 301 105,A01,1,33,0,2,1,3,1,,24,5,2019,15:55,1,75,75112,1,1,1,3,A4,48.826101,2.46546
163,201900002888,138 301 083,B01,1,33,0,2,1,1,1,,20,5,2019,18:10,1,75,75112,1,1,1,3,A4,48.8194574,2.4589716
164,201900003095,138 300 683,A01,2,32,0,2,3,11,1,,22,10,2019,08:15,1,75,75119,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.900429,2.383466
165,201900003095,138 300 684,B01,2,32,0,2,5,3,1,,22,10,2019,08:15,1,75,75119,2,1,1,4,BD PERIPHERIQUE EXTERIEUR,48.900429,2.383466
166,201900003106,138 300 665,A01,2,2,0,2,1,5,1,,20,10,2019,05:00,5,75,75107,2,1,2,1,AVENUE BOSQUET,48.860319,2.302784
